00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
02,00,00,00,00,00,00,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00
02,00,00,00,00,00,00,00,00,00,00,00,44,01,0B,01,01,01,0C,01,01,01,01,01,01,01,01,01,00
02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00
02,00,00,00,04,01,01,01,01,01,01,0C,01,01,01,01,01,01,03,00,00,00,00,00,00,00,00,00,00
02,00,00,04,03,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
02,00,04,03,00,00,00,00,00,00,00,06,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
02,00,02,00,00,00,00,00,00,00,00,00,06,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
0E,01,0B,01,01,44,00,00,00,00,00,00,00,06,05,00,00,00,00,00,00,00,00,00,00,00,00,00,00
02,00,00,00,00,00,00,00,00,00,00,00,00,00,06,05,00,00,00,00,00,00,00,00,00,00,00,00,00
02,00,00,00,00,44,00,90,90,90,00,00,00,00,00,06,05,00,00,00,00,00,00,00,00,00,00,00,00
02,00,00,00,00,02,00,90,90,90,00,00,00,00,00,00,06,05,00,00,00,00,00,00,00,00,00,00,00
02,00,00,00,00,02,00,90,90,90,00,00,00,00,00,00,00,06,05,00,00,00,00,00,00,00,00,00,00
06,05,00,00,00,02,00,90,90,90,00,00,00,00,00,00,00,00,0E,01,01,01,01,01,01,01,01,01,00
00,06,01,01,01,0D,00,00,00,00,00,31,32,32,32,30,00,04,03,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,06,05,00,00,00,00,35,2F,2F,2F,38,04,03,00,00,00,04,01,01,44,00,00,00,00
00,00,00,00,00,00,06,05,00,00,00,33,3B,2D,3B,37,02,00,00,00,00,02,00,00,00,00,00,00,00
00,00,00,00,00,00,00,06,05,00,04,01,01,0B,01,01,0B,01,01,01,01,0B,01,01,01,01,01,01,00
00,00,00,00,00,00,00,00,06,0A,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,02,00,00,90,90,90,90,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,02,00,00,90,90,90,90,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,44,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
